Borough,Grade,Year,Category_Econ,Number Tested_Econ,Mean Scale Score_Econ,Category_Ethnicity,Number Tested_Ethnicity,Mean Scale Score_Ethnicity,Category,Number Tested,Mean Scale Score
BRONX,5,2024,Not Econ Disadv,1866,447,Black,2379,440,Not SWD,7687,447
BRONX,5,2024,Not Econ Disadv,1866,447,Black,2379,440,SWD,2742,430
BRONX,5,2024,Not Econ Disadv,1866,447,Hispanic,6752,441,Not SWD,7687,447
BRONX,5,2024,Not Econ Disadv,1866,447,Hispanic,6752,441,SWD,2742,430
BRONX,5,2024,Not Econ Disadv,1866,447,Multi-Racial,87,454,Not SWD,7687,447
BRONX,5,2024,Not Econ Disadv,1866,447,Multi-Racial,87,454,SWD,2742,430
BRONX,5,2024,Not Econ Disadv,1866,447,Native American,118,446,Not SWD,7687,447
BRONX,5,2024,Not Econ Disadv,1866,447,Native American,118,446,SWD,2742,430
BRONX,5,2024,Not Econ Disadv,1866,447,White,448,457,Not SWD,7687,447
BRONX,5,2024,Not Econ Disadv,1866,447,White,448,457,SWD,2742,430
BRONX,6,2024,Econ Disadv,7815,441,Asian,551,463,Not SWD,7813,445
BRONX,6,2024,Econ Disadv,7815,441,Asian,551,463,SWD,2782,430
BRONX,6,2024,Econ Disadv,7815,441,Black,2266,439,Not SWD,7813,445
BRONX,6,2024,Econ Disadv,7815,441,Black,2266,439,SWD,2782,430
BRONX,6,2024,Econ Disadv,7815,441,Hispanic,7108,439,Not SWD,7813,445
BRONX,6,2024,Econ Disadv,7815,441,Hispanic,7108,439,SWD,2782,430
BRONX,6,2024,Econ Disadv,7815,441,Multi-Racial,65,449,Not SWD,7813,445
BRONX,6,2024,Econ Disadv,7815,441,Multi-Racial,65,449,SWD,2782,430
BRONX,6,2024,Econ Disadv,7815,441,Native American,105,444,Not SWD,7813,445
BRONX,6,2024,Econ Disadv,7815,441,Native American,105,444,SWD,2782,430
BRONX,6,2024,Econ Disadv,7815,441,White,485,455,Not SWD,7813,445
BRONX,6,2024,Econ Disadv,7815,441,White,485,455,SWD,2782,430
BRONX,6,2024,Not Econ Disadv,2780,443,Asian,551,463,Not SWD,7813,445
BRONX,6,2024,Not Econ Disadv,2780,443,Asian,551,463,SWD,2782,430
BRONX,6,2024,Not Econ Disadv,2780,443,Black,2266,439,Not SWD,7813,445
BRONX,6,2024,Not Econ Disadv,2780,443,Black,2266,439,SWD,2782,430
BRONX,6,2024,Not Econ Disadv,2780,443,Hispanic,7108,439,Not SWD,7813,445
BRONX,6,2024,Not Econ Disadv,2780,443,Hispanic,7108,439,SWD,2782,430
BRONX,6,2024,Not Econ Disadv,2780,443,Multi-Racial,65,449,Not SWD,7813,445
BRONX,6,2024,Not Econ Disadv,2780,443,Multi-Racial,65,449,SWD,2782,430
BRONX,6,2024,Not Econ Disadv,2780,443,Native American,105,444,Not SWD,7813,445
BRONX,6,2024,Not Econ Disadv,2780,443,Native American,105,444,SWD,2782,430
BRONX,6,2024,Not Econ Disadv,2780,443,White,485,455,Not SWD,7813,445
BRONX,6,2024,Not Econ Disadv,2780,443,White,485,455,SWD,2782,430
BRONX,7,2024,Econ Disadv,8716,448,Asian,536,473,Not SWD,8090,452
BRONX,7,2024,Econ Disadv,8716,448,Asian,536,473,SWD,2577,435
BRONX,7,2024,Econ Disadv,8716,448,Black,2427,445,Not SWD,8090,452
BRONX,7,2024,Econ Disadv,8716,448,Black,2427,445,SWD,2577,435
BRONX,7,2024,Econ Disadv,8716,448,Hispanic,7084,446,Not SWD,8090,452
BRONX,7,2024,Econ Disadv,8716,448,Hispanic,7084,446,SWD,2577,435
BRONX,7,2024,Econ Disadv,8716,448,Multi-Racial,59,457,Not SWD,8090,452
BRONX,7,2024,Econ Disadv,8716,448,Multi-Racial,59,457,SWD,2577,435
BRONX,7,2024,Econ Disadv,8716,448,Native American,141,447,Not SWD,8090,452
BRONX,7,2024,Econ Disadv,8716,448,Native American,141,447,SWD,2577,435
BRONX,7,2024,Econ Disadv,8716,448,White,400,458,Not SWD,8090,452
BRONX,7,2024,Econ Disadv,8716,448,White,400,458,SWD,2577,435
BRONX,7,2024,Not Econ Disadv,1951,447,Asian,536,473,Not SWD,8090,452
BRONX,7,2024,Not Econ Disadv,1951,447,Asian,536,473,SWD,2577,435
BRONX,7,2024,Not Econ Disadv,1951,447,Black,2427,445,Not SWD,8090,452
BRONX,7,2024,Not Econ Disadv,1951,447,Black,2427,445,SWD,2577,435
BRONX,7,2024,Not Econ Disadv,1951,447,Hispanic,7084,446,Not SWD,8090,452
BRONX,7,2024,Not Econ Disadv,1951,447,Hispanic,7084,446,SWD,2577,435
BRONX,7,2024,Not Econ Disadv,1951,447,Multi-Racial,59,457,Not SWD,8090,452
BRONX,7,2024,Not Econ Disadv,1951,447,Multi-Racial,59,457,SWD,2577,435
BRONX,7,2024,Not Econ Disadv,1951,447,Native American,141,447,Not SWD,8090,452
BRONX,7,2024,Not Econ Disadv,1951,447,Native American,141,447,SWD,2577,435
BRONX,7,2024,Not Econ Disadv,1951,447,White,400,458,Not SWD,8090,452
BRONX,7,2024,Not Econ Disadv,1951,447,White,400,458,SWD,2577,435
BRONX,8,2024,Econ Disadv,6572,441,Asian,321,456,Not SWD,5693,447
BRONX,8,2024,Econ Disadv,6572,441,Asian,321,456,SWD,2248,428
BRONX,8,2024,Econ Disadv,6572,441,Black,1733,438,Not SWD,5693,447
BRONX,8,2024,Econ Disadv,6572,441,Black,1733,438,SWD,2248,428
BRONX,8,2024,Econ Disadv,6572,441,Hispanic,5456,441,Not SWD,5693,447
BRONX,8,2024,Econ Disadv,6572,441,Hispanic,5456,441,SWD,2248,428
BRONX,8,2024,Econ Disadv,6572,441,Multi-Racial,15,449,Not SWD,5693,447
BRONX,8,2024,Econ Disadv,6572,441,Multi-Racial,15,449,SWD,2248,428
BRONX,8,2024,Econ Disadv,6572,441,Native American,61,438,Not SWD,5693,447
BRONX,8,2024,Econ Disadv,6572,441,Native American,61,438,SWD,2248,428
BRONX,8,2024,Econ Disadv,6572,441,White,295,453,Not SWD,5693,447
BRONX,8,2024,Econ Disadv,6572,441,White,295,453,SWD,2248,428
BRONX,8,2024,Not Econ Disadv,1369,441,Asian,321,456,Not SWD,5693,447
BRONX,8,2024,Not Econ Disadv,1369,441,Asian,321,456,SWD,2248,428
BRONX,8,2024,Not Econ Disadv,1369,441,Black,1733,438,Not SWD,5693,447
BRONX,8,2024,Not Econ Disadv,1369,441,Black,1733,438,SWD,2248,428
BRONX,8,2024,Not Econ Disadv,1369,441,Hispanic,5456,441,Not SWD,5693,447
BRONX,8,2024,Not Econ Disadv,1369,441,Hispanic,5456,441,SWD,2248,428
BRONX,8,2024,Not Econ Disadv,1369,441,Multi-Racial,15,449,Not SWD,5693,447
BRONX,8,2024,Not Econ Disadv,1369,441,Multi-Racial,15,449,SWD,2248,428
BRONX,8,2024,Not Econ Disadv,1369,441,Native American,61,438,Not SWD,5693,447
BRONX,8,2024,Not Econ Disadv,1369,441,Native American,61,438,SWD,2248,428
BRONX,8,2024,Not Econ Disadv,1369,441,White,295,453,Not SWD,5693,447
BRONX,8,2024,Not Econ Disadv,1369,441,White,295,453,SWD,2248,428
BRONX,All Grades,2024,Econ Disadv,47449,444,Asian,3116,462,Not SWD,44453,448
BRONX,All Grades,2024,Econ Disadv,47449,444,Asian,3116,462,SWD,15414,431
BRONX,All Grades,2024,Econ Disadv,47449,444,Black,13063,441,Not SWD,44453,448
BRONX,All Grades,2024,Econ Disadv,47449,444,Black,13063,441,SWD,15414,431
BRONX,All Grades,2024,Econ Disadv,47449,444,Hispanic,39914,442,Not SWD,44453,448
BRONX,All Grades,2024,Econ Disadv,47449,444,Hispanic,39914,442,SWD,15414,431
BRONX,All Grades,2024,Econ Disadv,47449,444,Multi-Racial,392,454,Not SWD,44453,448
BRONX,All Grades,2024,Econ Disadv,47449,444,Multi-Racial,392,454,SWD,15414,431
BRONX,All Grades,2024,Econ Disadv,47449,444,Native American,626,444,Not SWD,44453,448
BRONX,All Grades,2024,Econ Disadv,47449,444,Native American,626,444,SWD,15414,431
BRONX,All Grades,2024,Econ Disadv,47449,444,White,2555,456,Not SWD,44453,448
BRONX,All Grades,2024,Econ Disadv,47449,444,White,2555,456,SWD,15414,431
BRONX,All Grades,2024,Not Econ Disadv,12418,445,Asian,3116,462,Not SWD,44453,448
BRONX,All Grades,2024,Not Econ Disadv,12418,445,Asian,3116,462,SWD,15414,431
BRONX,All Grades,2024,Not Econ Disadv,12418,445,Black,13063,441,Not SWD,44453,448
BRONX,All Grades,2024,Not Econ Disadv,12418,445,Black,13063,441,SWD,15414,431
BRONX,All Grades,2024,Not Econ Disadv,12418,445,Hispanic,39914,442,Not SWD,44453,448
BRONX,All Grades,2024,Not Econ Disadv,12418,445,Hispanic,39914,442,SWD,15414,431
BRONX,All Grades,2024,Not Econ Disadv,12418,445,Multi-Racial,392,454,Not SWD,44453,448
BRONX,All Grades,2024,Not Econ Disadv,12418,445,Multi-Racial,392,454,SWD,15414,431
BRONX,All Grades,2024,Not Econ Disadv,12418,445,Native American,626,444,Not SWD,44453,448
BRONX,All Grades,2024,Not Econ Disadv,12418,445,Native American,626,444,SWD,15414,431
BRONX,All Grades,2024,Not Econ Disadv,12418,445,White,2555,456,Not SWD,44453,448
BRONX,All Grades,2024,Not Econ Disadv,12418,445,White,2555,456,SWD,15414,431
BRONX,3,2023,Econ Disadv,9142,441,Asian,565,458,Not SWD,7848,446
BRONX,3,2023,Econ Disadv,9142,441,Asian,565,458,SWD,2363,431
BRONX,3,2023,Econ Disadv,9142,441,Black,2257,441,Not SWD,7848,446
BRONX,3,2023,Econ Disadv,9142,441,Black,2257,441,SWD,2363,431
BRONX,3,2023,Econ Disadv,9142,441,Hispanic,6742,441,Not SWD,7848,446
BRONX,3,2023,Econ Disadv,9142,441,Hispanic,6742,441,SWD,2363,431
BRONX,3,2023,Econ Disadv,9142,441,Multi-Racial,67,449,Not SWD,7848,446
BRONX,3,2023,Econ Disadv,9142,441,Multi-Racial,67,449,SWD,2363,431
BRONX,3,2023,Econ Disadv,9142,441,Native American,98,444,Not SWD,7848,446
BRONX,3,2023,Econ Disadv,9142,441,Native American,98,444,SWD,2363,431
BRONX,3,2023,Econ Disadv,9142,441,White,482,455,Not SWD,7848,446
BRONX,3,2023,Econ Disadv,9142,441,White,482,455,SWD,2363,431
BRONX,3,2023,Not Econ Disadv,1069,455,Asian,565,458,Not SWD,7848,446
BRONX,3,2023,Not Econ Disadv,1069,455,Asian,565,458,SWD,2363,431
BRONX,3,2023,Not Econ Disadv,1069,455,Black,2257,441,Not SWD,7848,446
BRONX,3,2023,Not Econ Disadv,1069,455,Black,2257,441,SWD,2363,431
BRONX,3,2023,Not Econ Disadv,1069,455,Hispanic,6742,441,Not SWD,7848,446
BRONX,3,2023,Not Econ Disadv,1069,455,Hispanic,6742,441,SWD,2363,431
BRONX,3,2023,Not Econ Disadv,1069,455,Multi-Racial,67,449,Not SWD,7848,446
BRONX,3,2023,Not Econ Disadv,1069,455,Multi-Racial,67,449,SWD,2363,431
BRONX,3,2023,Not Econ Disadv,1069,455,Native American,98,444,Not SWD,7848,446
BRONX,3,2023,Not Econ Disadv,1069,455,Native American,98,444,SWD,2363,431
BRONX,3,2023,Not Econ Disadv,1069,455,White,482,455,Not SWD,7848,446
BRONX,3,2023,Not Econ Disadv,1069,455,White,482,455,SWD,2363,431
BRONX,4,2023,Econ Disadv,9894,439,Asian,592,458,Not SWD,8283,445
BRONX,4,2023,Econ Disadv,9894,439,Asian,592,458,SWD,2746,428
BRONX,4,2023,Econ Disadv,9894,439,Black,2443,439,Not SWD,8283,445
BRONX,4,2023,Econ Disadv,9894,439,Black,2443,439,SWD,2746,428
BRONX,4,2023,Econ Disadv,9894,439,Hispanic,7281,438,Not SWD,8283,445
BRONX,4,2023,Econ Disadv,9894,439,Hispanic,7281,438,SWD,2746,428
BRONX,4,2023,Econ Disadv,9894,439,Multi-Racial,83,454,Not SWD,8283,445
BRONX,4,2023,Econ Disadv,9894,439,Multi-Racial,83,454,SWD,2746,428
BRONX,4,2023,Econ Disadv,9894,439,Native American,113,449,Not SWD,8283,445
BRONX,4,2023,Econ Disadv,9894,439,Native American,113,449,SWD,2746,428
BRONX,4,2023,Econ Disadv,9894,439,White,514,456,Not SWD,8283,445
BRONX,4,2023,Econ Disadv,9894,439,White,514,456,SWD,2746,428
BRONX,4,2023,Not Econ Disadv,1135,454,Asian,592,458,Not SWD,8283,445
BRONX,4,2023,Not Econ Disadv,1135,454,Asian,592,458,SWD,2746,428
BRONX,4,2023,Not Econ Disadv,1135,454,Black,2443,439,Not SWD,8283,445
BRONX,4,2023,Not Econ Disadv,1135,454,Black,2443,439,SWD,2746,428
BRONX,4,2023,Not Econ Disadv,1135,454,Hispanic,7281,438,Not SWD,8283,445
BRONX,4,2023,Not Econ Disadv,1135,454,Hispanic,7281,438,SWD,2746,428
BRONX,4,2023,Not Econ Disadv,1135,454,Multi-Racial,83,454,Not SWD,8283,445
BRONX,4,2023,Not Econ Disadv,1135,454,Multi-Racial,83,454,SWD,2746,428
BRONX,4,2023,Not Econ Disadv,1135,454,Native American,113,449,Not SWD,8283,445
BRONX,4,2023,Not Econ Disadv,1135,454,Native American,113,449,SWD,2746,428
BRONX,4,2023,Not Econ Disadv,1135,454,White,514,456,Not SWD,8283,445
BRONX,4,2023,Not Econ Disadv,1135,454,White,514,456,SWD,2746,428
BRONX,5,2023,Econ Disadv,10172,439,Asian,581,460,Not SWD,8549,445
BRONX,5,2023,Econ Disadv,10172,439,Asian,581,460,SWD,2843,429
BRONX,5,2023,Econ Disadv,10172,439,Black,2535,438,Not SWD,8549,445
BRONX,5,2023,Econ Disadv,10172,439,Black,2535,438,SWD,2843,429
BRONX,5,2023,Econ Disadv,10172,439,Hispanic,7592,439,Not SWD,8549,445
BRONX,5,2023,Econ Disadv,10172,439,Hispanic,7592,439,SWD,2843,429
BRONX,5,2023,Econ Disadv,10172,439,Multi-Racial,66,454,Not SWD,8549,445
BRONX,5,2023,Econ Disadv,10172,439,Multi-Racial,66,454,SWD,2843,429
BRONX,5,2023,Econ Disadv,10172,439,Native American,107,444,Not SWD,8549,445
BRONX,5,2023,Econ Disadv,10172,439,Native American,107,444,SWD,2843,429
BRONX,5,2023,Econ Disadv,10172,439,White,509,455,Not SWD,8549,445
BRONX,5,2023,Econ Disadv,10172,439,White,509,455,SWD,2843,429
BRONX,5,2023,Not Econ Disadv,1220,453,Asian,581,460,Not SWD,8549,445
BRONX,5,2023,Not Econ Disadv,1220,453,Asian,581,460,SWD,2843,429
BRONX,5,2023,Not Econ Disadv,1220,453,Black,2535,438,Not SWD,8549,445
BRONX,5,2023,Not Econ Disadv,1220,453,Black,2535,438,SWD,2843,429
BRONX,5,2023,Not Econ Disadv,1220,453,Hispanic,7592,439,Not SWD,8549,445
BRONX,5,2023,Not Econ Disadv,1220,453,Hispanic,7592,439,SWD,2843,429
BRONX,5,2023,Not Econ Disadv,1220,453,Multi-Racial,66,454,Not SWD,8549,445
BRONX,5,2023,Not Econ Disadv,1220,453,Multi-Racial,66,454,SWD,2843,429
BRONX,5,2023,Not Econ Disadv,1220,453,Native American,107,444,Not SWD,8549,445
BRONX,5,2023,Not Econ Disadv,1220,453,Native American,107,444,SWD,2843,429
BRONX,5,2023,Not Econ Disadv,1220,453,White,509,455,Not SWD,8549,445
BRONX,5,2023,Not Econ Disadv,1220,453,White,509,455,SWD,2843,429
BRONX,6,2023,Econ Disadv,9817,438,Asian,539,463,Not SWD,8073,443
BRONX,6,2023,Econ Disadv,9817,438,Asian,539,463,SWD,2647,428
BRONX,6,2023,Econ Disadv,9817,438,Black,2429,436,Not SWD,8073,443
BRONX,6,2023,Econ Disadv,9817,438,Black,2429,436,SWD,2647,428
BRONX,6,2023,Econ Disadv,9817,438,Hispanic,7114,438,Not SWD,8073,443
BRONX,6,2023,Econ Disadv,9817,438,Hispanic,7114,438,SWD,2647,428
BRONX,6,2023,Econ Disadv,9817,438,Multi-Racial,59,449,Not SWD,8073,443
BRONX,6,2023,Econ Disadv,9817,438,Multi-Racial,59,449,SWD,2647,428
BRONX,6,2023,Econ Disadv,9817,438,Native American,133,441,Not SWD,8073,443
BRONX,6,2023,Econ Disadv,9817,438,Native American,133,441,SWD,2647,428
BRONX,6,2023,Econ Disadv,9817,438,White,443,450,Not SWD,8073,443
BRONX,6,2023,Econ Disadv,9817,438,White,443,450,SWD,2647,428
BRONX,6,2023,Not Econ Disadv,903,450,Asian,539,463,Not SWD,8073,443
BRONX,6,2023,Not Econ Disadv,903,450,Asian,539,463,SWD,2647,428
BRONX,6,2023,Not Econ Disadv,903,450,Black,2429,436,Not SWD,8073,443
BRONX,6,2023,Not Econ Disadv,903,450,Black,2429,436,SWD,2647,428
BRONX,6,2023,Not Econ Disadv,903,450,Hispanic,7114,438,Not SWD,8073,443
BRONX,6,2023,Not Econ Disadv,903,450,Hispanic,7114,438,SWD,2647,428
BRONX,6,2023,Not Econ Disadv,903,450,Multi-Racial,59,449,Not SWD,8073,443
BRONX,6,2023,Not Econ Disadv,903,450,Multi-Racial,59,449,SWD,2647,428
BRONX,6,2023,Not Econ Disadv,903,450,Native American,133,441,Not SWD,8073,443
BRONX,6,2023,Not Econ Disadv,903,450,Native American,133,441,SWD,2647,428
BRONX,6,2023,Not Econ Disadv,903,450,White,443,450,Not SWD,8073,443
BRONX,6,2023,Not Econ Disadv,903,450,White,443,450,SWD,2647,428
BRONX,7,2023,Econ Disadv,9938,442,Asian,558,463,Not SWD,8331,448
BRONX,7,2023,Econ Disadv,9938,442,Asian,558,463,SWD,2918,430
BRONX,7,2023,Econ Disadv,9938,442,Black,2622,440,Not SWD,8331,448
BRONX,7,2023,Econ Disadv,9938,442,Black,2622,440,SWD,2918,430
BRONX,7,2023,Econ Disadv,9938,442,Hispanic,7465,442,Not SWD,8331,448
BRONX,7,2023,Econ Disadv,9938,442,Hispanic,7465,442,SWD,2918,430
BRONX,7,2023,Econ Disadv,9938,442,Multi-Racial,31,447,Not SWD,8331,448
BRONX,7,2023,Econ Disadv,9938,442,Multi-Racial,31,447,SWD,2918,430
BRONX,7,2023,Econ Disadv,9938,442,Native American,82,445,Not SWD,8331,448
BRONX,7,2023,Econ Disadv,9938,442,Native American,82,445,SWD,2918,430
BRONX,7,2023,Econ Disadv,9938,442,White,486,456,Not SWD,8331,448
BRONX,7,2023,Econ Disadv,9938,442,White,486,456,SWD,2918,430
BRONX,7,2023,Not Econ Disadv,1311,453,Asian,558,463,Not SWD,8331,448
BRONX,7,2023,Not Econ Disadv,1311,453,Asian,558,463,SWD,2918,430
BRONX,7,2023,Not Econ Disadv,1311,453,Black,2622,440,Not SWD,8331,448
BRONX,7,2023,Not Econ Disadv,1311,453,Black,2622,440,SWD,2918,430
BRONX,7,2023,Not Econ Disadv,1311,453,Hispanic,7465,442,Not SWD,8331,448
BRONX,7,2023,Not Econ Disadv,1311,453,Hispanic,7465,442,SWD,2918,430
BRONX,7,2023,Not Econ Disadv,1311,453,Multi-Racial,31,447,Not SWD,8331,448
BRONX,7,2023,Not Econ Disadv,1311,453,Multi-Racial,31,447,SWD,2918,430
BRONX,7,2023,Not Econ Disadv,1311,453,Native American,82,445,Not SWD,8331,448
BRONX,7,2023,Not Econ Disadv,1311,453,Native American,82,445,SWD,2918,430
BRONX,7,2023,Not Econ Disadv,1311,453,White,486,456,Not SWD,8331,448
BRONX,7,2023,Not Econ Disadv,1311,453,White,486,456,SWD,2918,430
BRONX,8,2023,Econ Disadv,7746,439,Asian,373,460,Not SWD,6431,444
BRONX,8,2023,Econ Disadv,7746,439,Asian,373,460,SWD,2228,427
BRONX,8,2023,Econ Disadv,7746,439,Black,1942,437,Not SWD,6431,444
BRONX,8,2023,Econ Disadv,7746,439,Black,1942,437,SWD,2228,427
BRONX,8,2023,Econ Disadv,7746,439,Hispanic,5886,439,Not SWD,6431,444
BRONX,8,2023,Econ Disadv,7746,439,Hispanic,5886,439,SWD,2228,427
BRONX,8,2023,Econ Disadv,7746,439,Multi-Racial,28,445,Not SWD,6431,444
BRONX,8,2023,Econ Disadv,7746,439,Multi-Racial,28,445,SWD,2228,427
BRONX,8,2023,Econ Disadv,7746,439,Native American,76,445,Not SWD,6431,444
BRONX,8,2023,Econ Disadv,7746,439,Native American,76,445,SWD,2228,427
BRONX,8,2023,Econ Disadv,7746,439,White,350,448,Not SWD,6431,444
BRONX,8,2023,Econ Disadv,7746,439,White,350,448,SWD,2228,427
BRONX,8,2023,Not Econ Disadv,913,445,Asian,373,460,Not SWD,6431,444
BRONX,8,2023,Not Econ Disadv,913,445,Asian,373,460,SWD,2228,427
BRONX,8,2023,Not Econ Disadv,913,445,Black,1942,437,Not SWD,6431,444
BRONX,8,2023,Not Econ Disadv,913,445,Black,1942,437,SWD,2228,427
BRONX,8,2023,Not Econ Disadv,913,445,Hispanic,5886,439,Not SWD,6431,444
BRONX,8,2023,Not Econ Disadv,913,445,Hispanic,5886,439,SWD,2228,427
BRONX,8,2023,Not Econ Disadv,913,445,Multi-Racial,28,445,Not SWD,6431,444
BRONX,8,2023,Not Econ Disadv,913,445,Multi-Racial,28,445,SWD,2228,427
BRONX,8,2023,Not Econ Disadv,913,445,Native American,76,445,Not SWD,6431,444
BRONX,8,2023,Not Econ Disadv,913,445,Native American,76,445,SWD,2228,427
BRONX,8,2023,Not Econ Disadv,913,445,White,350,448,Not SWD,6431,444
BRONX,8,2023,Not Econ Disadv,913,445,White,350,448,SWD,2228,427
BRONX,All Grades,2023,Econ Disadv,56709,440,Asian,3208,460,Not SWD,47515,445
BRONX,All Grades,2023,Econ Disadv,56709,440,Asian,3208,460,SWD,15745,429
BRONX,All Grades,2023,Econ Disadv,56709,440,Black,14228,439,Not SWD,47515,445
BRONX,All Grades,2023,Econ Disadv,56709,440,Black,14228,439,SWD,15745,429
BRONX,All Grades,2023,Econ Disadv,56709,440,Hispanic,42080,440,Not SWD,47515,445
BRONX,All Grades,2023,Econ Disadv,56709,440,Hispanic,42080,440,SWD,15745,429
BRONX,All Grades,2023,Econ Disadv,56709,440,Multi-Racial,334,451,Not SWD,47515,445
BRONX,All Grades,2023,Econ Disadv,56709,440,Multi-Racial,334,451,SWD,15745,429
